Num,Reviews
162,This is my first IPhone. I am really happy with this purchase. The camera quality is nice. The performance is amazing. The battery life is sufficiently good. It comes with tons of amazing features. This product was released at the right time when I broke my phone. And I am really happy that iPhone came up with a budget flagship.READ MORE
163,"After using iPhone 5s, 6, 6s, 8 and Xr I think I am qualified enough to say that this phone is the best value for money iPhone has ever launched. The processor is super fast, there are not a host of features on offer, but whatever has been provided is top notch. This phone is certainly for those who are not looking for big size phones, which is the trend nowadays.READ MORE"
164,Another wonderful product from apple and am amazing fast delivery by Flipkart during these lockdown days. Thanks for bringing it so fast to us after launch.READ MORE
165,"The phone is too good. The performance is excellent, the camera is the best. This is my first iphone and it's great, the battery is also more than enough and what I like the most is it's size, it is sufficient, not too less. The only downside that I feel this phone has is the battery runs out like anything when you are on call, rest the phone is a beast and an added advantage was that due to it's small battery, my screen time got reduced ;)READ MORE"
166,I simply loved the phone and honestly this size is perfect for me!! Though honestly speaking the battery is not so good but yes if you?ôre not a heavy user it?ôs not a big deal however the video quality is superb and it always feels premium to even use it!!! So if you are looking for something cheap but useful go for this! It?ôs worth that money except for the battery but I have a fast charger so it charges quickly!READ MORE
167,"My expectations for a mobile phone were simple: 1) Need to have good call clarity 2) Should be handy 3) Good enough camera quality to capture memories 4) The battery should last at least 2 days.In this quest, the best fit i found was Redmi 2 Prime mobile, it had all things matching. Later the mobile boom was phenomenal that all the points except Point ""2) Should be handy"" were met. The screen size of phones have increased manifold. My quest for handy had very few models if brand is also a c...READ MORE"
168,"It is the best product ever with great processer from iPhone at such a low price, if you like small phone with small display you should definitely buy it.READ MORE"
169,"It's my first iphoneVery loud and good sound, that's the part that I enjoy the most, be it calls, music or movies...the sound is amazing. Nice display. Very smooth and fast, no lag obviously. Camera is good but not exceptional. The only con is the screen size, it has such a great gaming processor but I can't play coz of the screen size, the size also affects the camera resolution. The charger cable was faulty...so had to buy a boat charging cable.READ MORE"
170,"This phone keeps up its promise.      One day battery life (last from 7 AM to 12 midnight under medium to high usage)     Best camera      Best performance, better than flagship android phones.     Good display (i.e. perfectly done LCD display )     Good audio quality      Best network chipset awesome network reception Really a good buy, if anyone who reads this review has an idea about Oneplus Nord means here is my suggestion please don?ôt buy it.iPhone SE 2020 returns the most value ...READ MORE"
171,"My first iPhone!! Expected size a little bigger, but it's pretty amazing and handy. More preferrable to girls because of its handy size and battery status. Display, smoothness and many things are *100 times better than Android. Also got the instant discount of 3600. Thank you Flipkart for the amazing product and on time delivery. Nice experience!READ MORE"
172,"The phone is great and has snappy performance. Ofcourse iOS in itself is one of the most refined OS in the world(Android has too much fragmentation, app developers cant keep up, also Android Auto is super laggy too). Apple CarPlay works like a charm in my car. For anyone wanting to try an iPhone this is a great entry level phone.Yes there are downsides to this phone. Namely screen and battery. I also own a Samsung Note 8, so the difference in screen resolution is evident. Note 8 has a SUPER ...READ MORE"
173,Great Phone for Great Price... Blazing fast . Good camera. Small and Handy. Love it !!!READ MORE
174,"Switching from Android to Ios was a fear to me initially, but after the purchase of this mobile all my misconceptions are shattered. Likes:1. The form factor(size) : Neither too small nor too large, very good ergonomic light weight stunning design2. Colour: Mine is red and very attractive in the real world also a sure shoot head turner, my next preferred colour in order would be white and black3. Processing Power: Be it heavy games like PUBG, Call of duty, Asphalt 9 or heavy image and vi...READ MORE"
175,"If you are planning to get one, don't think too muchSwitching from android to ios was like a huge changeBattery - 4/5 the battery lasts approx 10-12 hrs on normal usageCamera - 5/5 trust me the dynamic range, color saturation everything is too good in this phonePerformance - 5/5 even though RAM is only 3 GB but still it is coupled with A13 3rd gen bionic chip which is too goodThe phone is light weight, compact durable as i wanted I might take 2-3 days to get used to the UI because...READ MORE"
176,Compact mobile with all the smart features.fed up with big screen mobles. And this made things better. I can rate camara quality to 5+ it is soo goodREAD MORE
177,"It?ôs a great phone. I bought two phones for my parents. Now our entire family is under Apple Ecosystem, using every Apple products available in India. iPhone SE is same size like iPhone 7/8. Super smooth. Battery lasts for a day for sure with modestly heavy use. Screen is brighter than older versions of iPhones (6 or 7 or 8). Photos really good, natural. All the features of iPhone 11 put inside camera.Rest like multiple personal or office mails, synchronisation with Apple TVs, Apple Watch o...READ MORE"
178,I class phone by apple ..Very compact and powerfulThe camera is very powerful and latest ios is also very handy Overall a worth purchaseREAD MORE
179,Build - Excellent (4/5)Display - Good (3/5)Sound quality - Excellent (4/5)Camera (image) - Okay (2.5/5)Camera (Video) - Very good (3.5/5) (a little bit jitters are there and video is not so sharp)Call quality -Very good (3.5/5) Battery - Bad (not too bad) (2/5) (just blink your eye and 1% is gone)Very disappointed that they is no charger and headset bundled with the box. I don't consider this a value for money mobile.READ MORE
180,"I have been using the iPhone se 2020 for close to a week now and I am super happy with the experience. As you might have seen in multiple reviews of the device, the battery life is a setback. But the battery easily lasts for a day with a good amount of gaming and video streaming and that works for a user like me.READ MORE"
181,"Keeping it shortBest value for money, capeesh. Has its shortcomings battery(will get you 3.5 - 5.5 hours of screen on time depending on the usage, gaming is wonderful but due to its small battery capacity it does depletes fast, roughly around 2 - 2.5 hours on screen time) and camera(night mode doesn?ôt support, although Apple can add it through software on due to its processing power but lack in a second camera don?ôt let it do so). Other then that trust me you will enjoy it and get its money??..READ MORE"
182,"The phone is all over amazing best for entering ios ecosystem the screen size is not as small as it may seem , the only problem i faced was battery life it could have been better but the powerful processor does demand a lot of battery , the images are unbeatable even by Android flagshipsREAD MORE"
183,"One word, Outstanding!I?ôve Samsung galaxy A70 and I turned off many of its services including animations so that it give me a all day battery life but this is not the case with this iPhone SE .It comes with just 1821 mah battery but trust me It gives 24hr battery backup which includes 4.5hr on screen time. Mostly I use my phone for WhatsApp, insta, news articles, YouTube music and puzzle games when I got time.It?ôs display is good, looks like OLED one (but it is not).READ MORE"
184,"This is my second iPhone and it?ôs pretty good, the performance is fast and never felt a lag. For my day-to-day usage it?ôs perfect, I have no complaints with the battery. The compact size makes it easier to use and for this budget it?ôs worth to go for unless want to shell out 2x the amount for 12 mini, which is a bit smaller than SE 2nd Generation; has better camera setup; better screen & better battery life.READ MORE"
185,"The best compact phone you can get along with fingerprint scanner.. The classic iphone design.. So clean and premium looks.. I guess the most premium looking classic iphone with a powerful flagship processor ( except the notched iphones X and beyond).. Go for it . You won't regret if you like small phones.. Feels great to hold and easy to use with one hand... For almost a year and half , i felt like I was carrying a tablet in my pocket when using 6.5 inch phone..I feel liberated now with a to...READ MORE"
186,Amazing phone i really love it and I also love flipkart because they were never upset me from his amazing things and flipkart offer was also amazing thank youREAD MORE
187,"Writing this review post 3 months of usage.For normal user and daily tasks battery is decent and will work from morning full to evening.One who is looking for compact phone and moving to iPhone , this is a good choice. For high usage people and gaming, not at all recommended because of smaller battery and screen size.READ MORE"
188,"The Phone makes it a good compact phone to kick start you ios Experience. This being my second iphone after the 6S+ and this phone just being my secondary phone it has the solid reliability which i want. The battery standby is good but if a person in considering to use this phone as a primary device the battery wont last for the full day sadly. The performance is brilliant, no lags in the phone and camera is pretty solid in 2021 and can definitely see the camera hold up pretty good for anothe...READ MORE"
189,Not just the best value for money iPhone but the best value for money phone. Got it for 30k. Best phone if you are a light user.READ MORE
190,"Fails to do basic things. I have this phone and Ipad 8 both  get disconnected from Wifi and hot spot gets disconnected even when not switched off.If you are not going to use hot spot then this is the most compact Iphone,has outstanding sound on speaker.READ MORE"
191,I'm loving this beast?? Excellent performance and excellent camera. Battery is fine enough. One of the best phone in this range.READ MORE
192,"I have found stutters while using mobile even if simple web surfing rarely.Heats alot while charging and during camera on for 10 to 15minutesBuild and looks are CLASSY.Features and automation are SUPER COOL on this mobile.This phone as has both plus and minuses, i luvd this mobile?ôs luk and pretty happy with it?òÅREAD MORE"
193,Everything seems fine with this phone but this is a super fast car but with a small gas tank the one and only con of this phone but if you are looking to buy this phone you know what you have signed up for but if you want to get a scoop of ios for the first this will be a perfect device to start with as it comes with the one of the best processor at an reasonable price tag my suggestion is that if you can compromise by charging your phone for 2 times a day you can easily go for itREAD MORE
194,Overall the phone is very good but the fact is that it is too small in comparison to phones now these days however the camera is very good and the processor is very powerful you can play any game in the in it. You should not consider buying this. Only con is that it is screen sizes too small.READ MORE
195,Product is very good and a very good value for money. Just loving it the most. One of the best phones for this price.READ MORE
196,"Worth buying. I bought for 37000 that to on installments. 4K recording is awesome and camera is excellent, sleek, beautifully designed, battery is being improved a lot.A great package, those want handy phone se2 is perfect for them. Used quite brands but the quality of photos and video on iPhone is exactly what we see or click or shoot.READ MORE"
197,"This phone fells like alto car with SUV engine. If you fill it full and go for a ride, it would get empty the moment you start to enjoy the ride. Not worth the money.READ MORE"
198,Best budget compact iphone... OS is smooth as always.. and its powerful with the processor... if you can compromise the OLED display this is a great one to buy. Camera is decent enoughREAD MORE
199,Don't Hesitate to buy. This is the best Compact smartphone till date.People will tell you myths about battery life. But believe me battery life is very good for Average use (around 7 hours)Buy if you - 1. like small sized phones 2. want best performance3. camera4. budget high performing phone.Don't buy if you are -1. gamer2. very heavy user.READ MORE
200,"Best apple phone under 33000. Best value for money I phone. Average battery not much lower as all are talking. Will easily last a day for normal users.The speaker quality is very good, best stereo speakers under 40000. Go for it without any doubt.READ MORE"
201,Almost it is a decent phone. It would have been better if there would have been a headphone jack and a strong battery.READ MORE
202,"I was looking for a compact and slim phone with a finger print sensor on the front. The design is dated, but the pros that I was looking for was all there. I love this form factor. What impressed me was the ease with which it multi tasks. I am a first time apple user and this kinda was a wake up call for me. The ui is good, the device is really fast and more importantly my office apps works like a charm (I struggled a bit with android before with the certificates). I feel it is worth the buy.READ MORE"
203,Trust your gut and buy this if you are not a heavy user battery is a little shaky specially not meant for gaming where a battery drops up to 10% after every PUBG or Fortnite match the phone and also day to day task very well. Supports fast charging which is a great feature if you buy a separate 18 W charger. Works great and handles every app very well still unfortunately there are very less apps that are supported by iOS and android.READ MORE
204,"I love apple products I start using iphone from Iphone 4I used Iphone 4,4S,5,5S,Se 1st gen,6S and XR now Iphone Se2i missed using iphone 7, 8 so i love this size, in xr i face the difficulty is face lock actually face recognition is superb but the thing is during this covid situations we people are using masks so it?ôs difficult to type passwords in this new gen iphone se i really happy to hear that fingerprint is back.coming to performance its really amazing.Back camera is awesome Self...READ MORE"
205,"An apple product worth the price, i always used to find apple exorbitant luxury but this one fits the bill and in that price you are getting to use an high end apple product. Also i love the small size fits right in the pocket and hand much better than carrying a tablet sized phoneREAD MORE"
206,"Using I phone 6s from 4year and upgraded to SE 2020 Screen size is similar to 6S but feels more plush, speed is superb absolute no lag, I feel size of the phone is pretty decent for daily usage purpose, Battery life is also better one charge last long for a day,Overall value for money phone.READ MORE"
207,"I have used iPhone 5s, 7 and  my last phone was 11 pro. I wanted something smaller, so decided to go with this. Pros - Compact and premium.Insanely fast.Display is crisp and color accurate.Lightweight (11 pro was heavy)Battery is good, 4-6 hours of screen on time depending on the tasks.Wireless charging and water resistance.Cons Not having an amoled screen.Fragile glass body.No Night mode.It's perfect for digital minimalists, If you don't want to spend all your time on your pho...READ MORE"
208,"Would recommend this mobile if you are the one who doesn't play many games, uses mobile for surfing/social media and occasionally for photography. Would not recommend if you are into huge screens and brighter displays. To sum up, iPhone SE is a 'no-nonsense mobile' with an average camera and battery life. Also highlighting its significance, I can say it is DAMN FAST, you will be amazed by its speed and fluidity which makes it worthy enough for the money.READ MORE"
209,iPhone user since 5 years.Performance wise very nice phone and sufficient as per my basic requirement.Secured device as compare to Android and compatible and very handy.Bit disappoint in terms of battery performance.12MP camera is fine for phone purpose.READ MORE
210,This is my first iPhone and I am pretty happy with the device. Everything is okay with the phone but it would be much more better if it came with a bigger display and a higher mah batteryREAD MORE
211,"It cant get any better. For people who like compact phones like 6,6s, nd 7 this is the real deal and way cheaper. My last phone was iphone 7 for 60k back in 2016 nd this is next generation 7 at just 38,900Just amazing.. Performance is outstanding..READ MORE"
212,"this phone is great,  if someone like small size phone then its great product for him.performance is awesome really loved this apple product and also budget phone by apple.READ MORE"
213,"Awesome phone the only drawback is its battery life, did not last entire day even with moderate usage. Camera is amazing and A13 is awesome, lighting fast phone with decent screensize. Not recommended for gamers, professionals and moderate users should go for it.READ MORE"
214,"there,s nothing fancy in this phone, it,s simple and i love it... if you like compact and doesnt care much about battery, then go for it, A13 bionic chipset is waiting for you.it,s not phone for everyone, but if you regret after buying it, it will show that you haven't researched about the phone..READ MORE"
215,"Absolute beast of a phone - compact, portable and with an amazing camera paired to stereo speakers! Battery life is sadly the major drawback of this phone and so not recommended for people who expect higher screen on time. I find it suitable for our mothers and fathers who want something portable and easy to use from day one! I also found outdoor brightness of the screen underwhelming, struggling to read outdoors. But the phone makes up for its drawbacks for features such as: water and dust r...READ MORE"
216,"A perfect blend of nostalgia, perfect size and ergonomics combined with super top of the line specs but with some back dates stuff !Overall, a value for money Apple phone which will last you another 3-4 years, maybe more and will never let you down. Battery is a bit on the weaker side but with a 100% charge it will last you a bit more than a full day with normal to regular usage ( including phone calls,video calls, Youtube, OTT platforms, Social Networking sites and Camera. )Games play smo...READ MORE"
217,Pros:Very good performancePhoto and video taking capabilities in good light is excellentBuild quality Cons:Lower battery capacity than older models such as XrNo lightning to aux convertor in boxLow light photos are very badOther:Though the display specs are not top of the line it does meet the expectations. Sound quality is decent and does not disappoint.Finally:The phone gives good value for your bucks. In my opinion it is a must buy if you want to try an iPhone for  the first ti...READ MORE
218,"Hey guys,This my take on the iphone se. I purchased this phone for my mom, basically she needed a compact phone and who would have thought it would be an iphone.Yes I do believe price is currently on higher side in india as compared to global market. But thanks to exchange and credit card offer I got it for 34k which I believe is a good deal.Coming to the pros and consProCompact sizeHandles the apps very well thanks to A13 chipset.Display is overall good same as that one iphone 7.In t...READ MORE"
219,Phone is good if ypu wish t ahift drom android and want a decent camera in your pocket. Defenetly not for gamers because processor Bionic A13 can take nay game with full graphics no prob but battery will disappoint you. Not for long video calls rest things are fine premium feel full display could have been better. If battery and display is also important ro you consider XR or 11.READ MORE
220,"Package is well packed . Got this phone in first sale itself and it's been 3 weeks . Performance is snappy and camera is pretty good. The only con is Battery life which barely lasts full day with moderate to heavy usage, but it is expected because of it's compact and light weight design. Other than that phone is good and price should be at least 10k cheaper then only price to performance ratio can be justifiedREAD MORE"
221,I love this product and thanks to flipkart for a quick delivery that I didn?ôt expect that I got it before the delivery date that mention in the order list and i thank you to the delivery man that he took patience to wait till I paid the bill for this order. Once again thank you so much.READ MORE
222,iPhone SE here in 2020 boom it?ôs powerful device low budget iPhone ever don?ôt go on price phone is packed with performance running on A13 Chip which makes apps run butter smooth camera is good borrowed from IPhone 11 battery is smaller bcoz of the size of phone but does your job speaker is quite loud every phone has pros and cons so we have to deal with it overall it?ôs good phone under budget go for it all three colour are amazing I have bought whiteREAD MORE
223,"other than battery all ok still 1800 mah battery lasting for 11 hrs with 5 hr screen time is great , battery casing will be awaited from apple , great for small and handy design lovers, battery is not okREAD MORE"
224,"The phone works just fine! Despite the negativity around the battery life (which is true, only if you want to want to play games).Camera is nice, display with True Tone feels just right and the performance is spectacular! After 3 years with Android (Google Pixel 2 XL) it was time to head back to iOS. Nothing against Android, that was a brilliant phone too, but too big for me. (Personal choice). I don?ôt play games or watch movies/videos for prolonged duration. So a big screen just felt like ...READ MORE"
225,Performance is awesome with A13 bionic chipThose who capture a lot of pics it?ôs a very good choice fir them... single camera but picture quality is giant....Battery performance is little bit of weak.. doesn?ôt looks good.. for normal use it?ôs ok.. but those who are heavy user for them doesn?ôt look good....Very handy phone with a premium look... but the bazzels one the screen looks old.. but overall it?ôs good to buy within this price rangeREAD MORE
226,This phone is meant for niche market. Not for people who like screen size more than 5.5 or 6 inch. Was waiting for a product like this since long and now will experience this with the latest A13 bionic chip. Great buy for people who require smaller handy phones. Not for gaming purpose of course. You can buy a play station instead ?òâ. RegardsREAD MORE
227,Super compact fone for no nonsense users!!! Good speaker quality & super fast due to A13 buonic chip.READ MORE
228,"I just love this phone. This is my first iPhone and it is handy, fast and beautiful. This is great power in small package. It is working absolutely great.READ MORE"
229,I am ISO user since last 5 years and upgraded with iPhone 5s>iPhone 6s>iPhone SE. I am highly satisfied with the product and features. Chip 13 gives me amazing results and experience. Battery is not an issue for me. I like the size 4.7 the most. I am happy with my product so far. Thank you Apple and Flipkart.Suggest to sell iPhones assembled in India to support Aatmanirbharbharat mission.READ MORE
230,"The performance iss as expected great, the battery life is not actually a concern, but be sure to buy a 18w charger cause the charging speed from the given 5w adapter is soo sloow , likee really nerve cracking sloww. Buy a apple certified charger from anker or beikin or for cost saving go with mi 18w chrager, with 18w charging as the battery is small in capacity but effective it charges fast enough just charge for 30 mins when phone is still with 20% left and you could get near to 80 ,. Im a ...READ MORE"
231,"I gifted it to my girlfriend she is very happy with it but it?ôs not for show off, people might make fun of you using this product, I?ôm thinking of buying 12 pro for her in sometimeREAD MORE"
232,The Apple IPhone SE has been an all time favorite for the family members due to its size and quality. I have been using the old model of SE from 2014 and now changed to 2020 SE model due to its quality and reliability. The phone is very much handy for small size hands and also have bigger screen than earlier version. The sound quality is improved by it's stereo speakers. The quality of camera is also enhanced for great pictures for life time experience. It came in different colors with sleek ...READ MORE
233,"Just an amazing phone, the interface is great there is no lag, the battery backup is also decent, and the camera quality is amazing the phone feels really premium and high quality, best choice go for it. Try buying the one with the charger and the earpods to save moneyREAD MORE"
234,"I shifted from android to IOS, believe me the experience is good.During the initial stages, it will be difficult for android users but once you get use to it you will enjoy using IOS.Coming to the phone, it is a very good phone at this price compared to all other phones available at the same price.The camera is really very good as compared to the other 50 megapixels cameras available in the market. I am not a heavy user hence battery life is good for a day.Also, the phone is not that big...READ MORE"
235,"Honest Review after using for around 3 months and still using it as primary mobile.Pros. Amazing CameraSpeaker is just too good.The fluidic interface of apple which feels so smooth while using it.The earphones given along with mobile phone in-box is just superb. Cons.1. Screen size is bit small. You get used to it with time but when it feels awkward when you suddenly switch from some big screen phone to this.2. Battery life is not too great. Although with normal usage, my phone lasts ...READ MORE"
236,"I bought this mobile as a replacement for my mother's age old iphone 5S, as she was stuck with IOS & single home button. I'm really surprised with its great performance and features. Felt like buying it for myself too. But its battery is not so great for working people. To sum it up, very good mobile for this price bracket.READ MORE"
237,"Battery backup is good, using it for last 2 weeks and it works for 24 hours for me in moderate usage. Camera is better than most of high end Android phones. I dint like notch display thus went for this one and I like the phone more than IPhone X and 11.I don?ôt like heavy and big size so it fits my need and performance is top notch.READ MORE"
238,"It?ôs everything i expected it to be. In a market where thick heavy and monster sized smartphones are ubiquitous, this is a life saver for people like me who just want a thin and light smartphone that?ôs also easy to hold with one hand without compromising on performance. I have a gripe with modern mid range phones that are packed with 4 cameras but still take awful photos. This phone takes good photos with the limited range of its single camera, and I much prefer this. As for the battery, it?ôs...READ MORE"
239,It's pretty good but battery decrease too fast nd a good productREAD MORE
240,I purchased this iPhone for my dad because of his requirements of small sized phone with decent performance and capable camera. This is the ideal phone for these requirements. He is pretty satisfied with the phone. My only complaint is  5 W Charger. After all it's cost over 40k.READ MORE
241,First off all what a fantastic delivery  flipkart made. I ordered the phone on 9th July 5:20 PM. Received the the phone on 10th July 9 Am.Now coming to the phone. Its already been reviewed by many tech reviewer nothing more to say.Performance is great. Battery part is ok. As u have to compare the battery with iPhone 7 and 8. Not with XR or iPhone 11.One thing I did not like was there were no first charger only 5 volt charger is packed.Other then that it's a great purchase.If it's your fi...READ MORE
242,"My first ever Apple product.It's small, snappy, has Touch Id (Apple pioneered in it).I am astonished as to how such a small phone can outstand every other phone.Reasons to buy:1. Camera (Don't get fooled coz of one lens)2. Performance (A13 bionic chip)3. Screen (Small and reachable by single hand)4. Power packed features (4K-60fps, water resistant, A13 chip, more secure touch ID, wireless charging, quick charging)5. PriceCons:1. Outdated look.2. Battery is very small although it la...READ MORE"
243,Fantastic product super fast speed no lags like android phones no advertisements fabulous response to touch good battery life there is this wrong saying that battery life is not goodREAD MORE
244,"This is more of my legal first iPhone. Been using borrowed ones or sticking with android this whole time. Coming from the world of android, my first word to describe iOS is ?úcool?? Bye bye heat issues from android phones. Believe me I tested this phone to enormous stress but still there?ôs no heat issues. My old Samsung note 8 didn?ôt boil that much but my one plus did. And bye bye blotwares. Regarding this phone, chick to carry. Enough screen space to read e-books, see movies.But adding m...READ MORE"
245,I have using iPhone XR except of the screen size Every thing is great about this phone se 2020 Speak about battery it?ôs far better compare to iPhone 8 The new processor is helping a lot  and fast enough Small in sizeREAD MORE
246,"This is my first apple phone, previously I was using OnePlus 3T.Upgrading from android to IOS was a tough decision since I was getting the latest oneplus 8 in the same price range with offers.However I stuck with my decision of upgrading to IOS since I have found that IOS technology is better than android phones.Only CON with Apple is the battery. The battery runs out pretty fast. Well that is something I miss, nothing else.Great phone, slim and very fast. cheers!!READ MORE"
247,I would like to say only one thing iPhone rocks. The stereo sound quality is just at par with other phones in this range. Connect to your external HPs or soundbars and your are ready to rock and roll. Deep bass level are so clear u would fall in love with this. I really don?ôt mind bulky bezels because that is what makes this handy and your very own and personal phone. It?ôs a powerful beast in a small size. :)READ MORE
248,"iPhone se is a very good phone to purchase.The camera is very good. And for the performance., no words to say. A13 is much powerful than any other processors.Great performance and decent premium look.Battery backup is good enough. It will last for a whole day.Best budget iPhone till date.READ MORE"
249,Tremendous purchase and awesome device . First of all it?ôs as per the latest lifestyle like 2 sim option and in a pocket size at such a great price. I am very happy and satisfied.READ MORE
250,This iphone totally worth it. I call it a Mini iphone 11. I suggest this to those who are 1. looking to buy apple product for the first time. 2. Looking for a phone that is compact but with full features of flagship. 3. Although it is good for gaming but I will not recommend you to consider it for gaming.Only concern:- battery capacity is not that great but if you do moderate use with social media and bit of youtube streaming.It lasts for a day. 11-12 hours outside.READ MORE
251,"This is the best phone you can buy in this price. With this #banchinaproducts moment, this is the best option.I know this product is assembled in china but its a American product so I am satisfied. Its a breakthrough of great performance and minimalist design.READ MORE"
252,Kind of camera in this price range  is amazing ... as the user interface is amazingly convenient ... no wonder why after getting an iphone ppl take a step forward for other accessories ...... worth of buying at this price rangeREAD MORE
253,It?ôs a great IPhone. Those who are using 6 and 6s should definitely upgrade. But those who are using 7 and above should not as 7 is still a fast phone and it will get atleast one more year of update. Coming to iPhone se it?ôs a great phone. Camera is great. Features are great. Battery is issue. It won?ôt last you whole day if your a heavy user. Expect 5 hours of screen time of your heavy user. Otherwise overall good value for money.READ MORE
254,"se Apple is good phone , quick delivery, good camera, handy, easily useable but without gst reverse bill . ipurchased this phone for my company but flipkart not give me gst reverse billREAD MORE"
255,"Excellent phone. For budget-minded users, this SE version is about half the price of the iPhone 11 and is easily comparable in its operations, even using the latest A13 processor which is new in the 11. All said this is a great phone, very well worth the money, and a great deal from Flipkart...Kudos!!!READ MORE"
256,"I used windows phone, android phone (Lenovo and Moto) and now this. I am not impressed more than my previous phone Moto X4 to this. Be it charging, ease of using. I got used to Moto actions so much that I unintentionally do the same operation here and then realise that I am no longer using Moto.Since it is still a week when I started using iPhone would like to wait for a month to see to find the ease of use.READ MORE"
257,"A good phone for ladies according to the size. Compact and handy with a lot of powerful features.Best camera, classic look, powerful processor and of course an Apple product which is a style statement.Battery is very good. Efficient for 1 day usage. Don't go with the negative reviews, just experience the iPhone. Worth it.READ MORE"
258,"The iPhone SE 2020 is the most valuable and attractive phone of 2020. Cuz of it?ôs pricing which is also having a great powerful A13 Bionic chipset. From past I am using this mobile, really I am not seen any lagging or issue regarding while using this smartphone. Cuz of Apple products are well optimised,least customised,it?ôs eco system,power and it?ôs design that?ôs why I love Apple productsREAD MORE"
259,"It is an awesome device, you get all the perfomance you need in this small form factor size. Display quality is good, camera is awesome (could have been better). The only disappointment is battery, you will get an average of 5 hours after full charge. If you are looking for a device with excellent perfomance in a small form factor and can compromise with the battery then this one is for you.READ MORE"
260,"Ahhh where to start.!!, yes simple and daily usage mobile, one day battery life for normal usage. Great performance with A13 Bionic chip. Apple selling this mobile without technology, there is no great things to do, iPhone 8 with latest processor, if you can afford go for iPhone XR or iPhone 11, else go for one plus 8 series.READ MORE"
261,"The best phone after 5S. People who are into only basic features they must go for this phone. Value for money. Compact, handy and the best budget iPhone ever.READ MORE"
262,Design is awesome and one of the primary reason to buy. But build quality have compromised as in one month the back galss got scraches but its ok and vary from user to user.Camara is best in this price but if you use it it eats battery like hell which I dont liked.Gamming is also good but again eats battery not good If you play games more often you need to charge it.In my opinion I am not happy as my usage remains same for old iPhone SE  and new iPhone SE 2020. If you need a phone and y...READ MORE
263,"this phone is a camera beast,has a fastest processor A13 Bionic ,most colour accurate display, best haptics, beautiful & slim design its dammn great but only the con in this phone is the bettery life its not good believe me i have tested this phone with video, social media,and gaming but bettery life is the only this that takes this phone back.so if bettery life is your priority don't go for this. rest all good.READ MORE"
264,"GIVING THIS REVIEW AFTER 15/16 daysBATTERY?îWorst ,trust me if you?ôr a student and giving your classes online then kindly don?ôt buy,because it?ôs battery literally is the worst part of this phone....It?ôs been almost 15 days since I am using this phone and it?ôs battery Heath has decreased up to 3% and that to just within 15 days and trust me I did each and everything to make sure that it?ôs battery Heath don?ôt decrease so fast ,like I saw as well as read each and every article about how to keep ...READ MORE"
265,"So basically I shifted from android to IOS , this was the cheapest iPhone and this phone is not for those who play long gaming hour , although this phone can handle any game , battery backup is decent not great but not terrible either ,it last for almost whole day for me , I just use phone for Mail,Call?ôs,WhatsApp and some YouTube . Camera is good and the feel premium and is very light and using IOS for first time was not easy , almost took 2 day to understand this phone completely, now every...READ MORE"
266,"Just wow. This phone?ôs a breeze. The apple ecosystem is obviously extraordinary and with the phone?ôs chip and ram management one wouldn?ôt have no lag whatsoever. The camera is excellent and for my usage the battery is sufficient. Better carry a powerbank if you?ôre a heavy user. If you want a small form factor device and doesn?ôt want to lavishly splash money, then just go for this.READ MORE"
267,"Its my first iphone. Always wanted to own an iphone and boy its such a great first one. Its really refreshing to use a small screen after such a longe time and it'll surely take some time to get used to it (again). I seriously don't like to use  my old oneplus 6 now but ios has some limitations or rather it would take time to get used to it. Thanks flipkart for delivering it the next day, something that i didn't expect from flipkart.READ MORE"
268,Stands to its reputation ?? Apple as always ??- smooth af- secure af - sturdy af- stunning afApple af ;)READ MORE
269,It's a good buy. If you want to experience the apple brand. I would suggest you to buy the product. Apple phones are actually good for around 3-4 years post that because of software updates they become quite slow. So a good phone if you usually change your phone post 3 years of usage.READ MORE
270,"Keep it simple.To be used as a phone only : Social media apps, video calling , navigation., Quick HD photography , all your day to day utility apps etc...Special call out on the camera which is brilliant and allows you to take amazing pictures and editing features.Not suitable for using it as a gaming , movie watching , high screen time consumption activity device - the screen and battery are just not made for it.READ MORE"
271,An iPhone with duel sim capability and a decent battery life. What else do I want?? Extremely handy. Switched from android and loving the decision. a phone that?ôs better than one plus in all aspects (including price as well). A beautiful piece of equipment.READ MORE
272,Compact yet powerful. It?ôs small size is what made me buy it. Small phones with decent performance and good build quality are a rare sight these days. Go for it if you don?ôt like to carry phones as big as chopping boards in your pockets.READ MORE
273,"1. Camera is too good.2. Performance it's also good just like a beast in a small pack.3. I don't know why people said about its battery is not good, I think it's good for this phone size ,screen that's why it's a beast in a speed test.READ MORE"
274,"This is a great phone with old school features as required by me. Been using for a week n performance great, no lag n only small screen as compared to samsung s10. but that what i wanted a small phone. 1 very important thing battery is very good pls dont  read too much as a normal user doing office mails n taking calls battery lasts for 10 hours. for gaming n watching movies perspective its not a great phone but dats not what i wanted so fits d bill for me. guys planing to buy this - its a...READ MORE"
275,Cons: 1. Finger print response time is very slow compared with older version iPhones.. 2. Apps are hanging and restarting ..  3. left side loud speaker is very low compared to right side speaker.4. Reachable facility is not working properly as home button response is very bad  I never felt this kind of issues in older iPhones .. Pros:   1. Good display 2. Good camera 3. Good network coverageREAD MORE
